Year,Month_Name,Region,SalesOfficeCode,SalesOffice_Name,Segment,SKU_Code,Demand
2022,April,Pon,P001,West Bengal,0168D81C98D7681F,0B3AA89FE10F9024,2
2022,April,Pon,P001,West Bengal,0168D81C98D7681F,1DE164202A9BA651,30
2022,April,Pon,P001,West Bengal,0168D81C98D7681F,50E73E75CAD661B4,10
2022,April,Pon,P001,West Bengal,0168D81C98D7681F,6DBF436111645391,190
2022,April,Pon,P001,West Bengal,0168D81C98D7681F,7C334D18B5854B4C,17
2022,April,Pon,P001,West Bengal,0168D81C98D7681F,80FEF8FE8C944D1F,49
2022,April,Pon,P001,West Bengal,0168D81C98D7681F,82029CD4811AA459,10
2022,April,Pon,P001,West Bengal,0168D81C98D7681F,D4B4A4D37C543F22,11
2022,April,Pon,P001,West Bengal,0168D81C98D7681F,D72695D9FBC5C3DB,31
2022,April,Pon,P001,West Bengal,0168D81C98D7681F,F52002DB6BA175DC,1
2022,April,Pon,P001,West Bengal,0168D81C98D7681F,FF611C95A5157852,9
2022,April,Pon,P001,West Bengal,0D3F5E3DDD898834,05D39154FA60D447,2
2022,April,Pon,P001,West Bengal,0D3F5E3DDD898834,11ADC9EC14CF9F09,3
2022,April,Pon,P001,West Bengal,0D3F5E3DDD898834,654B87797FFB5ED2,17
2022,April,Pon,P001,West Bengal,0D3F5E3DDD898834,6B9A6FC38A1DC41C,1
2022,April,Pon,P001,West Bengal,0D3F5E3DDD898834,86A8DD0E29873571,2
2022,April,Pon,P001,West Bengal,0D3F5E3DDD898834,AE319EB26AA3054D,23
2022,April,Pon,P001,West Bengal,0D3F5E3DDD898834,D55B6E85F2B9B5D9,1
2022,April,Pon,P001,West Bengal,2D71E3A59826EE35,150C3A0C54716729,10
2022,April,Pon,P001,West Bengal,2D71E3A59826EE35,1D0E6BB9A70C03D2,3054
2022,April,Pon,P001,West Bengal,2D71E3A59826EE35,2A236BDB662BA22E,420
2022,April,Pon,P001,West Bengal,2D71E3A59826EE35,31486FAC064D913A,1053
2022,April,Pon,P001,West Bengal,2D71E3A59826EE35,31C01B5A12476156,64
2022,April,Pon,P001,West Bengal,2D71E3A59826EE35,63BC31AEF5B60C0F,5
2022,April,Pon,P001,West Bengal,2D71E3A59826EE35,89524C4F28D5428E,193
2022,April,Pon,P001,West Bengal,2D71E3A59826EE35,ADA9F17A305F67BB,50
2022,April,Pon,P001,West Bengal,2D71E3A59826EE35,B30B61D123A63908,41
2022,April,Pon,P001,West Bengal,395E9ED83EEE92F0,0043E09980C93D5E,25
2022,April,Pon,P001,West Bengal,395E9ED83EEE92F0,39CEFB1CA44FD134,2
2022,April,Pon,P001,West Bengal,395E9ED83EEE92F0,60213F4BE9D78B0F,7
2022,April,Pon,P001,West Bengal,395E9ED83EEE92F0,981B3ECD36E93D16,1
2022,April,Pon,P001,West Bengal,395E9ED83EEE92F0,AFDE1AB85E752381,2
2022,April,Pon,P001,West Bengal,395E9ED83EEE92F0,D38CB24031D2AEEA,2
2022,April,Pon,P001,West Bengal,395E9ED83EEE92F0,DC8A70F51D91A5CC,1
2022,April,Pon,P001,West Bengal,395E9ED83EEE92F0,E12B661BF058E0C8,2
2022,April,Pon,P001,West Bengal,634106A3B9711F79,2C374C7CC937F67C,71
2022,April,Pon,P001,West Bengal,634106A3B9711F79,AE75DDA37054A290,11
2022,April,Pon,P001,West Bengal,7F214AD0092968CA,162A5DEFCC2C6D14,3
2022,April,Pon,P001,West Bengal,7F214AD0092968CA,8CF2F7843174B871,2
2022,April,Pon,P001,West Bengal,7F214AD0092968CA,CE2927DD6B00AA3E,2
2022,April,Pon,P001,West Bengal,7F214AD0092968CA,D7B69D14B3B92DB4,3
2022,April,Pon,P001,West Bengal,91C0DC1F438D11C2,0B408CF0AF0F8D2A,6
2022,April,Pon,P001,West Bengal,91C0DC1F438D11C2,103D8A3BCA06C083,2
2022,April,Pon,P001,West Bengal,91C0DC1F438D11C2,5885EB9FF492EEBA,124
2022,April,Pon,P001,West Bengal,91C0DC1F438D11C2,6507AC40A7C47AAA,5
2022,April,Pon,P001,West Bengal,91C0DC1F438D11C2,7EE6A6405EE08F65,439
2022,April,Pon,P001,West Bengal,91C0DC1F438D11C2,81BEC7FDF425CECE,2
2022,April,Pon,P001,West Bengal,91C0DC1F438D11C2,933560DD842BF3FB,43
